gubun,mem_id,cor_id,cit_id,cde_id,cde_price,cor_datetime
akbonara,1235008,abnr20161109156,6725,8875,700,2016-11-09 00:00:00
akbonara,1224179,abnr20161109161,357,432,1000,2016-11-09 00:00:00
akbonara,1224179,abnr20161109162,3166,4059,1000,2016-11-09 00:00:00
akbonara,1234932,abnr20161109164,6261,8275,500,2016-11-09 00:00:00
akbonara,1234054,abnr20161109165,6206,8200,500,2016-11-09 00:00:00
akbonara,1234054,abnr20161109167,6184,8173,500,2016-11-09 00:00:00
akbonara,1234262,abnr2016110917,420,503,500,2016-11-09 00:00:00
akbonara,1234054,abnr20161109171,6165,8147,1000,2016-11-09 00:00:00
akbonara,1234262,abnr2016110918,2901,3715,500,2016-11-09 00:00:00
akbonara,1165516,abnr20161109181,3641,4848,1000,2016-11-09 00:00:00
akbonara,1235184,abnr20161109184,4514,6149,1000,2016-11-09 00:00:00
akbonara,1235184,abnr20161109185,6769,8919,1000,2016-11-09 00:00:00
akbonara,1194439,abnr20161109186,4259,5739,900,2016-11-09 00:00:00
akbonara,1192289,abnr20161109187,4135,5543,900,2016-11-09 00:00:00
akbonara,1222311,abnr20161109188,6285,8306,500,2016-11-09 00:00:00
akbonara,1235189,abnr20161109192,5290,7107,5000,2016-11-09 00:00:00
akbonara,1235054,abnr20161109193,6256,9341,1000,2016-11-09 00:00:00
akbonara,1235192,abnr20161109197,4887,6640,500,2016-11-09 00:00:00
akbonara,1234778,abnr20161109198,5670,7603,500,2016-11-09 00:00:00
akbonara,1235196,abnr20161109201,161,191,500,2016-11-09 00:00:00
akbonara,1165829,abnr201611093,6104,8049,500,2016-11-09 00:00:00
akbonara,1165829,abnr201611094,6173,8161,500,2016-11-09 00:00:00
akbonara,1218960,abnr2016110949,14127,8107,500,2016-11-09 00:00:00
akbonara,1222814,abnr2016110951,6261,8276,900,2016-11-09 00:00:00
akbonara,1229806,abnr2016110954,2098,2726,1000,2016-11-09 00:00:00
akbonara,1217293,abnr2016110955,6519,8669,700,2016-11-09 00:00:00
akbonara,1186781,abnr2016110958,7324,9474,1000,2016-11-09 00:00:00
akbonara,1234241,abnr2016110961,5560,7467,900,2016-11-09 00:00:00
akbonara,1186781,abnr2016110963,4500,6123,1000,2016-11-09 00:00:00
akbonara,1186781,abnr2016110964,6685,8835,700,2016-11-09 00:00:00
akbonara,1186781,abnr2016110965,6261,8276,900,2016-11-09 00:00:00
akbonara,1138240,abnr201611097,4241,5714,500,2016-11-09 00:00:00
akbonara,1225859,abnr2016110974,197,242,500,2016-11-09 00:00:00
akbonara,1234875,abnr2016110976,4504,6133,1000,2016-11-09 00:00:00
akbonara,1138240,abnr201611098,7231,9381,1000,2016-11-09 00:00:00
akbonara,1185178,abnr2016110982,6260,8274,1000,2016-11-09 00:00:00
akbonara,1232420,abnr2016110983,6238,8242,500,2016-11-09 00:00:00
akbonara,1235142,abnr2016110986,4939,6738,1000,2016-11-09 00:00:00
akbonara,1235142,abnr2016110987,4938,6735,500,2016-11-09 00:00:00
akbonara,1235142,abnr2016110988,4938,6736,1000,2016-11-09 00:00:00
akbonara,1200330,abnr201611099,6242,8246,500,2016-11-09 00:00:00
akbonara,1235146,abnr2016110991,4429,5992,500,2016-11-09 00:00:00
akbonara,1235045,abnr2016110994,6193,8185,500,2016-11-09 00:00:00
akbonara,1235045,abnr2016110995,3809,5145,1000,2016-11-09 00:00:00
akbonara,1235045,abnr2016110996,3783,5098,1000,2016-11-09 00:00:00
akbonara,1235196,abnr201611101,6243,8247,500,2016-11-10 00:00:00
akbonara,1208915,abnr20161110100,196,241,1000,2016-11-10 00:00:00
akbonara,1208915,abnr20161110102,4135,5543,900,2016-11-10 00:00:00
akbonara,1129603,abnr20161110105,3779,5090,500,2016-11-10 00:00:00
akbonara,1129603,abnr20161110107,3779,5091,900,2016-11-10 00:00:00
akbonara,1155974,abnr20161110108,774,979,1000,2016-11-10 00:00:00
akbonara,1159626,abnr20161110109,1330,1721,1000,2016-11-10 00:00:00
akbonara,1218548,abnr20161110114,1723,2263,1000,2016-11-10 00:00:00
akbonara,1104403,abnr20161110120,7091,5301,500,2016-11-10 00:00:00
akbonara,1234973,abnr20161110121,6284,8305,500,2016-11-10 00:00:00
akbonara,1229775,abnr20161110122,6930,9080,1000,2016-11-10 00:00:00
akbonara,1203015,abnr20161110125,6581,8731,700,2016-11-10 00:00:00
akbonara,1225634,abnr20161110142,5873,7816,500,2016-11-10 00:00:00
akbonara,1200489,abnr20161110144,2955,3792,1000,2016-11-10 00:00:00
akbonara,1173520,abnr20161110146,4497,6116,500,2016-11-10 00:00:00
akbonara,1200489,abnr20161110149,6766,8916,1000,2016-11-10 00:00:00
akbonara,1210413,abnr20161110154,7660,11327,1500,2016-11-10 00:00:00
akbonara,1226539,abnr20161110158,6136,8092,500,2016-11-10 00:00:00
akbonara,1230015,abnr20161110163,3228,4143,1000,2016-11-10 00:00:00
akbonara,1230015,abnr20161110164,16291,1191,500,2016-11-10 00:00:00
akbonara,1230015,abnr20161110167,3773,5080,1000,2016-11-10 00:00:00
akbonara,1153726,abnr20161110172,5324,7145,500,2016-11-10 00:00:00
akbonara,1220345,abnr20161110173,4620,6287,500,2016-11-10 00:00:00
akbonara,1234840,abnr20161110176,4887,6640,500,2016-11-10 00:00:00
akbonara,1193443,abnr20161110177,1294,1671,1000,2016-11-10 00:00:00
akbonara,1193443,abnr20161110179,4511,6144,500,2016-11-10 00:00:00
akbonara,1193443,abnr20161110181,6562,8712,700,2016-11-10 00:00:00
akbonara,1193443,abnr20161110182,1381,1798,1000,2016-11-10 00:00:00
akbonara,1193443,abnr20161110183,3790,5112,1000,2016-11-10 00:00:00
akbonara,1193443,abnr20161110185,3889,5253,500,2016-11-10 00:00:00
akbonara,1235095,abnr2016111023,3488,4552,1000,2016-11-10 00:00:00
akbonara,1157345,abnr2016111028,7328,9478,1000,2016-11-10 00:00:00
akbonara,1231956,abnr2016111030,1545,2026,1000,2016-11-10 00:00:00
akbonara,1235220,abnr2016111032,4220,5672,500,2016-11-10 00:00:00
akbonara,1146370,abnr2016111033,6429,8532,1000,2016-11-10 00:00:00
akbonara,1146370,abnr2016111038,4951,6761,1000,2016-11-10 00:00:00
akbonara,1235220,abnr2016111043,4515,5119,1000,2016-11-10 00:00:00
akbonara,1232459,abnr2016111046,2791,3572,1000,2016-11-10 00:00:00
akbonara,1061384,abnr2016111054,932,1195,1000,2016-11-10 00:00:00
akbonara,1061384,abnr2016111055,4661,6337,500,2016-11-10 00:00:00
akbonara,1061384,abnr2016111056,463,564,1000,2016-11-10 00:00:00
akbonara,1231454,abnr201611106,6232,8236,1000,2016-11-10 00:00:00
akbonara,1036212,abnr2016111062,4514,6148,500,2016-11-10 00:00:00
akbonara,1235225,abnr2016111067,7032,9182,1000,2016-11-10 00:00:00
akbonara,1235225,abnr2016111068,4504,6133,1000,2016-11-10 00:00:00
akbonara,1235225,abnr2016111069,6284,8305,500,2016-11-10 00:00:00
akbonara,1230539,abnr201611107,2768,3544,1000,2016-11-10 00:00:00
akbonara,1235225,abnr2016111070,5385,7230,500,2016-11-10 00:00:00
akbonara,1235225,abnr2016111072,6232,8236,1000,2016-11-10 00:00:00
akbonara,1036212,abnr2016111075,4515,5119,1000,2016-11-10 00:00:00
akbonara,1130529,abnr2016111076,5623,7556,500,2016-11-10 00:00:00
akbonara,1083496,abnr2016111085,4220,5672,500,2016-11-10 00:00:00
akbonara,1113079,abnr2016111088,4610,6271,500,2016-11-10 00:00:00
akbonara,1182294,abnr2016111094,6287,8308,500,2016-11-10 00:00:00
akbonara,1182294,abnr2016111095,4518,6154,500,2016-11-10 00:00:00
akbonara,1182294,abnr2016111097,6217,8213,500,2016-11-10 00:00:00
akbonara,1234745,abnr20161111102,1247,1592,1000,2016-11-11 00:00:00
akbonara,1087933,abnr20161111122,4623,6290,500,2016-11-11 00:00:00
akbonara,1210357,abnr20161111123,4501,6124,500,2016-11-11 00:00:00
akbonara,1210357,abnr20161111124,5779,7719,500,2016-11-11 00:00:00
akbonara,1123347,abnr2016111114,3339,4316,1000,2016-11-11 00:00:00
akbonara,1123347,abnr2016111115,3339,4041,1000,2016-11-11 00:00:00
akbonara,1233744,abnr2016111117,673,839,500,2016-11-11 00:00:00
akbonara,1186412,abnr2016111118,6556,8706,700,2016-11-11 00:00:00
akbonara,1229680,abnr2016111119,6483,8633,500,2016-11-11 00:00:00
akbonara,1166299,abnr201611112,7231,9381,1000,2016-11-11 00:00:00
akbonara,1029334,abnr2016111121,3067,3943,1000,2016-11-11 00:00:00
akbonara,1233921,abnr2016111122,4462,6059,1000,2016-11-11 00:00:00
akbonara,1235275,abnr2016111127,3779,5091,900,2016-11-11 00:00:00
akbonara,1166299,abnr201611113,4137,5546,500,2016-11-11 00:00:00
akbonara,1226177,abnr2016111136,3061,3935,1000,2016-11-11 00:00:00
akbonara,1104403,abnr2016111139,15983,365,1000,2016-11-11 00:00:00
akbonara,1234542,abnr2016111152,2253,2914,1000,2016-11-11 00:00:00
akbonara,1203222,abnr2016111156,6284,8305,500,2016-11-11 00:00:00
akbonara,1203222,abnr2016111157,6275,8291,500,2016-11-11 00:00:00
akbonara,1231099,abnr201611116,1332,1723,1000,2016-11-11 00:00:00
akbonara,1226621,abnr2016111160,7239,9389,1000,2016-11-11 00:00:00
akbonara,1230477,abnr2016111164,4912,6682,500,2016-11-11 00:00:00
akbonara,1234542,abnr2016111167,6923,9073,1000,2016-11-11 00:00:00
akbonara,1234821,abnr2016111168,3206,4114,1000,2016-11-11 00:00:00
akbonara,1190489,abnr2016111172,6243,8247,500,2016-11-11 00:00:00
akbonara,1232135,abnr2016111177,5560,7466,500,2016-11-11 00:00:00
akbonara,1232135,abnr2016111179,6120,8065,500,2016-11-11 00:00:00
akbonara,1233989,abnr2016111185,4508,6141,1000,2016-11-11 00:00:00
akbonara,1230266,abnr2016111190,5613,7544,500,2016-11-11 00:00:00
akbonara,1234517,abnr2016111191,6291,8312,500,2016-11-11 00:00:00
akbonara,1230745,abnr2016111194,4591,6247,500,2016-11-11 00:00:00
akbonara,1235326,abnr2016111212,3599,9620,900,2016-11-12 00:00:00
akbonara,1117841,abnr2016111213,4834,6549,1000,2016-11-12 00:00:00
akbonara,1128663,abnr2016111214,4679,6360,500,2016-11-12 00:00:00
akbonara,1235330,abnr2016111216,4504,6132,700,2016-11-12 00:00:00
akbonara,1222289,abnr2016111218,7239,9389,1000,2016-11-12 00:00:00
akbonara,1235333,abnr2016111220,7244,9394,1000,2016-11-12 00:00:00
akbonara,1171613,abnr2016111222,3716,4989,1000,2016-11-12 00:00:00
akbonara,1171613,abnr2016111224,1294,1671,1000,2016-11-12 00:00:00
akbonara,1235333,abnr2016111226,463,564,1000,2016-11-12 00:00:00
akbonara,1221463,abnr2016111228,6150,8118,1000,2016-11-12 00:00:00
akbonara,1231385,abnr201611123,5724,7663,500,2016-11-12 00:00:00
akbonara,1197227,abnr2016111232,1299,1681,1000,2016-11-12 00:00:00
akbonara,1167602,abnr2016111236,4508,6141,1000,2016-11-12 00:00:00
akbonara,1231385,abnr201611124,6220,8216,500,2016-11-12 00:00:00
akbonara,1221903,abnr2016111242,6287,8308,500,2016-11-12 00:00:00
akbonara,1221903,abnr2016111243,6766,8916,1000,2016-11-12 00:00:00
akbonara,1234454,abnr2016111244,7060,9210,1000,2016-11-12 00:00:00
akbonara,1232102,abnr2016111247,4501,6124,500,2016-11-12 00:00:00
akbonara,1229493,abnr2016111248,4511,6144,500,2016-11-12 00:00:00
akbonara,1225634,abnr201611126,3567,4707,1000,2016-11-12 00:00:00
akbonara,1232519,abnr2016111260,3792,5114,1000,2016-11-12 00:00:00
akbonara,1133959,abnr2016111261,6284,8305,500,2016-11-12 00:00:00
akbonara,1064994,abnr2016111268,3599,4772,1000,2016-11-12 00:00:00
akbonara,1235361,abnr2016111269,16023,8652,700,2016-11-12 00:00:00
akbonara,1230280,abnr201611127,3618,4808,1000,2016-11-12 00:00:00
akbonara,1235361,abnr2016111270,7425,9575,1000,2016-11-12 00:00:00
akbonara,1214505,abnr2016111274,6256,8266,500,2016-11-12 00:00:00
akbonara,1234245,abnr201611128,2582,3311,1000,2016-11-12 00:00:00
akbonara,1235369,abnr2016111282,4514,6149,1000,2016-11-12 00:00:00
akbonara,1222735,abnr2016111283,5317,7136,500,2016-11-12 00:00:00
akbonara,1234409,abnr2016111287,1500,1965,1000,2016-11-12 00:00:00
akbonara,1234409,abnr2016111289,1540,2020,1000,2016-11-12 00:00:00
akbonara,1200725,abnr201611129,2657,3400,1000,2016-11-12 00:00:00
akbonara,1232674,abnr20161113101,6256,8267,1000,2016-11-13 00:00:00
akbonara,1208613,abnr20161113103,5541,7428,500,2016-11-13 00:00:00
akbonara,1232694,abnr20161113104,1508,4013,1000,2016-11-13 00:00:00
akbonara,1234704,abnr20161113105,1267,1627,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113116,3471,4519,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113117,3450,4476,900,2016-11-13 00:00:00
akbonara,1235440,abnr20161113118,4948,6755,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113119,3328,4303,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113120,3449,4474,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113121,3445,4464,900,2016-11-13 00:00:00
akbonara,1235440,abnr20161113122,7426,9576,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113123,7425,9575,1000,2016-11-13 00:00:00
akbonara,1235440,abnr20161113124,7424,9574,1000,2016-11-13 00:00:00
akbonara,1235449,abnr20161113126,3899,5266,500,2016-11-13 00:00:00
akbonara,1171769,abnr20161113127,3592,4757,1000,2016-11-13 00:00:00
akbonara,1234034,abnr2016111316,4502,6127,700,2016-11-13 00:00:00
akbonara,1234034,abnr2016111317,6743,8893,700,2016-11-13 00:00:00
akbonara,1235369,abnr2016111318,5503,7376,1000,2016-11-13 00:00:00
akbonara,1235376,abnr201611132,4949,6756,500,2016-11-13 00:00:00
akbonara,1235389,abnr2016111323,6284,8305,500,2016-11-13 00:00:00
akbonara,1234058,abnr2016111324,4504,6132,700,2016-11-13 00:00:00
akbonara,1234058,abnr2016111325,6752,8902,700,2016-11-13 00:00:00
akbonara,1235390,abnr2016111327,4060,5457,500,2016-11-13 00:00:00
akbonara,1235376,abnr201611133,2785,3566,1000,2016-11-13 00:00:00
akbonara,1235362,abnr2016111337,6291,8312,500,2016-11-13 00:00:00
akbonara,1235362,abnr2016111338,6228,8230,500,2016-11-13 00:00:00
akbonara,1235362,abnr2016111339,6227,8229,500,2016-11-13 00:00:00
akbonara,1235376,abnr201611134,2908,3725,1000,2016-11-13 00:00:00
akbonara,1235362,abnr2016111340,7439,9589,1000,2016-11-13 00:00:00
akbonara,1235362,abnr2016111341,6076,8021,500,2016-11-13 00:00:00
akbonara,1235362,abnr2016111342,7475,9625,1000,2016-11-13 00:00:00
akbonara,1235362,abnr2016111343,6217,8213,500,2016-11-13 00:00:00
akbonara,1235362,abnr2016111344,7332,9337,1000,2016-11-13 00:00:00
akbonara,1235362,abnr2016111345,16913,5711,500,2016-11-13 00:00:00
akbonara,1235398,abnr2016111354,6235,8239,500,2016-11-13 00:00:00
akbonara,1235398,abnr2016111355,15560,9367,1000,2016-11-13 00:00:00
akbonara,1235403,abnr2016111357,7231,9381,1000,2016-11-13 00:00:00
akbonara,1193613,abnr2016111360,5523,7400,500,2016-11-13 00:00:00
akbonara,1231099,abnr2016111362,3502,4580,1000,2016-11-13 00:00:00
akbonara,1234462,abnr2016111366,1260,1612,1000,2016-11-13 00:00:00
akbonara,1235413,abnr2016111369,6724,8874,700,2016-11-13 00:00:00
akbonara,1235414,abnr2016111372,6885,9035,1000,2016-11-13 00:00:00
akbonara,1224073,abnr2016111373,4145,5558,500,2016-11-13 00:00:00
akbonara,1171613,abnr2016111374,3566,4705,1000,2016-11-13 00:00:00
akbonara,1171613,abnr2016111375,6235,8239,500,2016-11-13 00:00:00
akbonara,1198514,abnr2016111377,4497,6116,500,2016-11-13 00:00:00
akbonara,1198514,abnr2016111378,4504,6131,500,2016-11-13 00:00:00
akbonara,1232692,abnr2016111380,6562,8712,700,2016-11-13 00:00:00
akbonara,1235397,abnr2016111382,3685,4934,1000,2016-11-13 00:00:00
akbonara,1223454,abnr2016111388,6754,8904,700,2016-11-13 00:00:00
akbonara,1188509,abnr2016111389,7332,9337,1000,2016-11-13 00:00:00
akbonara,1230021,abnr2016111394,6389,8451,1000,2016-11-13 00:00:00
akbonara,1187880,abnr2016111396,6139,8097,1000,2016-11-13 00:00:00
akbonara,1235426,abnr2016111397,6561,8711,700,2016-11-13 00:00:00
akbonara,1136743,abnr2016111399,1120,1428,1000,2016-11-13 00:00:00
akbonara,1235449,abnr201611141,4887,6641,1000,2016-11-14 00:00:00
akbonara,1235483,abnr20161114100,3860,5218,500,2016-11-14 00:00:00
akbonara,1203222,abnr20161114101,6235,8239,500,2016-11-14 00:00:00
akbonara,1016219,abnr20161114103,6429,8532,1000,2016-11-14 00:00:00
akbonara,1016219,abnr20161114104,3528,4632,1000,2016-11-14 00:00:00
akbonara,1177049,abnr20161114105,6630,8780,700,2016-11-14 00:00:00
akbonara,1235156,abnr20161114108,6235,8239,500,2016-11-14 00:00:00
akbonara,1016219,abnr20161114109,7281,9431,1000,2016-11-14 00:00:00
akbonara,1203463,abnr20161114116,6165,8147,1000,2016-11-14 00:00:00
akbonara,1224696,abnr20161114119,6279,8296,500,2016-11-14 00:00:00
akbonara,1235493,abnr20161114122,8387,12054,2000,2016-11-14 00:00:00
akbonara,1231014,abnr20161114123,6077,8022,500,2016-11-14 00:00:00
akbonara,1161312,abnr20161114124,4837,6555,1000,2016-11-14 00:00:00
akbonara,1231014,abnr20161114125,4490,6107,500,2016-11-14 00:00:00
akbonara,1220737,abnr20161114127,16018,3420,1000,2016-11-14 00:00:00
akbonara,1222124,abnr20161114129,7236,9386,1000,2016-11-14 00:00:00
akbonara,1235365,abnr2016111413,5571,7488,500,2016-11-14 00:00:00
akbonara,1230193,abnr20161114130,3009,3863,1000,2016-11-14 00:00:00
akbonara,1234307,abnr20161114139,1120,1428,1000,2016-11-14 00:00:00
akbonara,1227598,abnr20161114145,16074,5097,1000,2016-11-14 00:00:00
akbonara,1207472,abnr20161114147,6212,8206,500,2016-11-14 00:00:00
akbonara,1235365,abnr2016111415,3801,5131,1000,2016-11-14 00:00:00
akbonara,1231879,abnr20161114151,5560,7466,500,2016-11-14 00:00:00
akbonara,1234172,abnr20161114155,6450,8573,500,2016-11-14 00:00:00
akbonara,1235389,abnr20161114156,10008,8715,700,2016-11-14 00:00:00
akbonara,1230968,abnr20161114158,16839,5945,500,2016-11-14 00:00:00
akbonara,1231385,abnr2016111416,1727,2268,1000,2016-11-14 00:00:00
akbonara,1226463,abnr20161114161,1098,1403,1000,2016-11-14 00:00:00
akbonara,1226463,abnr20161114164,4592,6248,500,2016-11-14 00:00:00
akbonara,1226463,abnr20161114165,4620,6287,500,2016-11-14 00:00:00
akbonara,1113079,abnr20161114175,5343,7168,500,2016-11-14 00:00:00
akbonara,1016391,abnr20161114178,6283,8303,500,2016-11-14 00:00:00
akbonara,1220823,abnr201611142,4928,6719,1000,2016-11-14 00:00:00
akbonara,1186001,abnr2016111422,3799,5126,1000,2016-11-14 00:00:00
akbonara,1174323,abnr2016111423,6117,8062,500,2016-11-14 00:00:00
akbonara,1234869,abnr2016111427,362,440,1000,2016-11-14 00:00:00
akbonara,1234869,abnr2016111429,632,780,500,2016-11-14 00:00:00
akbonara,1208319,abnr201611143,2038,1591,1000,2016-11-14 00:00:00
akbonara,1193515,abnr2016111431,1388,1808,1000,2016-11-14 00:00:00
akbonara,1229361,abnr2016111432,6283,8303,500,2016-11-14 00:00:00
akbonara,1146370,abnr2016111435,7244,9394,1000,2016-11-14 00:00:00
akbonara,1220823,abnr201611144,4943,6745,1000,2016-11-14 00:00:00
akbonara,1234451,abnr2016111440,3493,4563,1000,2016-11-14 00:00:00
akbonara,1234451,abnr2016111441,7402,9552,1000,2016-11-14 00:00:00
akbonara,1182801,abnr2016111446,4556,6208,500,2016-11-14 00:00:00
akbonara,1205022,abnr201611145,6193,8185,500,2016-11-14 00:00:00
akbonara,1146370,abnr2016111459,1832,2406,500,2016-11-14 00:00:00
akbonara,1206880,abnr2016111461,5372,7210,500,2016-11-14 00:00:00
akbonara,1217035,abnr2016111466,1332,1723,1000,2016-11-14 00:00:00
akbonara,1217035,abnr2016111468,1346,1742,500,2016-11-14 00:00:00
akbonara,1217035,abnr2016111470,4487,6103,500,2016-11-14 00:00:00
akbonara,1215601,abnr2016111472,3599,4772,1000,2016-11-14 00:00:00
akbonara,1208113,abnr2016111473,8628,12295,3000,2016-11-14 00:00:00
akbonara,1224625,abnr2016111474,5503,7375,500,2016-11-14 00:00:00
akbonara,1234735,abnr2016111483,6757,8907,1000,2016-11-14 00:00:00
akbonara,1234542,abnr2016111484,4196,5634,500,2016-11-14 00:00:00
akbonara,1234735,abnr2016111485,3742,9487,1000,2016-11-14 00:00:00
akbonara,1234735,abnr2016111486,1874,3859,1000,2016-11-14 00:00:00
akbonara,1203222,abnr2016111498,6232,8235,500,2016-11-14 00:00:00
akbonara,1235483,abnr2016111499,4458,6050,500,2016-11-14 00:00:00
akbonara,1202817,abnr201611151,4095,5500,500,2016-11-15 00:00:00
akbonara,1234030,abnr2016111510,6279,8296,500,2016-11-15 00:00:00
akbonara,1225355,abnr20161115115,5503,7375,500,2016-11-15 00:00:00
akbonara,1233472,abnr20161115117,3998,5381,500,2016-11-15 00:00:00
akbonara,1235299,abnr20161115118,16013,8655,700,2016-11-15 00:00:00
akbonara,1232802,abnr20161115134,17004,3178,1000,2016-11-15 00:00:00
akbonara,1176094,abnr20161115137,2973,3815,1000,2016-11-15 00:00:00
akbonara,1230396,abnr20161115146,4105,5510,500,2016-11-15 00:00:00
akbonara,1113079,abnr20161115147,2875,3682,1000,2016-11-15 00:00:00
akbonara,1113079,abnr20161115148,4599,6259,500,2016-11-15 00:00:00
akbonara,1235418,abnr20161115149,6121,8068,900,2016-11-15 00:00:00
akbonara,1226435,abnr2016111515,4358,5872,500,2016-11-15 00:00:00
akbonara,1227607,abnr2016111516,7414,9564,1000,2016-11-15 00:00:00
akbonara,1171709,abnr20161115160,15946,6275,500,2016-11-15 00:00:00
akbonara,1235414,abnr20161115161,7268,9418,1000,2016-11-15 00:00:00
akbonara,1235589,abnr20161115162,16023,8652,700,2016-11-15 00:00:00
akbonara,1235595,abnr20161115164,7332,9482,1000,2016-11-15 00:00:00
akbonara,1235595,abnr20161115165,4504,6132,700,2016-11-15 00:00:00
akbonara,1235278,abnr20161115171,6263,8279,500,2016-11-15 00:00:00
akbonara,1235278,abnr20161115172,17004,3178,1000,2016-11-15 00:00:00
akbonara,1235607,abnr20161115175,3328,4303,1000,2016-11-15 00:00:00
akbonara,1235607,abnr20161115177,3445,4464,900,2016-11-15 00:00:00
akbonara,1235607,abnr20161115178,6129,8081,1000,2016-11-15 00:00:00
akbonara,1141146,abnr20161115179,1267,1627,1000,2016-11-15 00:00:00
akbonara,1234172,abnr201611152,3547,4669,1000,2016-11-15 00:00:00
akbonara,1208319,abnr201611153,2547,3268,1000,2016-11-15 00:00:00
akbonara,1227656,abnr2016111531,4199,5638,500,2016-11-15 00:00:00
akbonara,1233747,abnr2016111533,1613,2116,1000,2016-11-15 00:00:00
akbonara,1235542,abnr2016111534,5545,7436,500,2016-11-15 00:00:00
akbonara,1235542,abnr2016111536,4947,6752,500,2016-11-15 00:00:00
akbonara,1235542,abnr2016111537,3864,5222,500,2016-11-15 00:00:00
akbonara,1235542,abnr2016111538,4943,6744,500,2016-11-15 00:00:00
akbonara,1235519,abnr2016111539,7214,9364,1000,2016-11-15 00:00:00
akbonara,1226570,abnr201611154,6256,8266,500,2016-11-15 00:00:00
akbonara,1235544,abnr2016111548,15560,9367,1000,2016-11-15 00:00:00
akbonara,1198375,abnr2016111560,5646,7579,500,2016-11-15 00:00:00
akbonara,1198375,abnr2016111561,3779,5090,500,2016-11-15 00:00:00
akbonara,1183909,abnr2016111562,6284,8305,500,2016-11-15 00:00:00
akbonara,1235095,abnr2016111567,5712,7651,500,2016-11-15 00:00:00
akbonara,1235528,abnr201611157,7448,9598,1000,2016-11-15 00:00:00
akbonara,1198375,abnr2016111570,1157,1472,1000,2016-11-15 00:00:00
akbonara,1038021,abnr2016111571,710,895,500,2016-11-15 00:00:00
akbonara,1234716,abnr2016111583,6561,8711,700,2016-11-15 00:00:00
akbonara,1234716,abnr2016111584,6559,8709,700,2016-11-15 00:00:00
akbonara,1182801,abnr2016111589,2927,3753,500,2016-11-15 00:00:00
akbonara,1227862,abnr2016111592,6243,8247,500,2016-11-15 00:00:00
akbonara,1235565,abnr2016111593,4501,6125,1000,2016-11-15 00:00:00
akbonara,1227862,abnr2016111596,4505,6135,1000,2016-11-15 00:00:00
akbonara,1226177,abnr2016111599,1330,1721,1000,2016-11-15 00:00:00
akbonara,1210471,abnr2016111610,4104,5509,500,2016-11-16 00:00:00
akbonara,1211720,abnr20161116103,4943,6744,500,2016-11-16 00:00:00
akbonara,1147288,abnr20161116105,3753,5050,1000,2016-11-16 00:00:00
akbonara,1147288,abnr20161116106,4490,6107,500,2016-11-16 00:00:00
akbonara,1234262,abnr2016111611,4514,6148,500,2016-11-16 00:00:00
akbonara,1161740,abnr20161116117,4191,5629,500,2016-11-16 00:00:00
akbonara,1234262,abnr2016111612,1598,2099,1000,2016-11-16 00:00:00
akbonara,1235661,abnr20161116129,6129,8080,500,2016-11-16 00:00:00
akbonara,1225751,abnr20161116130,3788,9640,1000,2016-11-16 00:00:00
akbonara,1234054,abnr20161116132,7106,9256,900,2016-11-16 00:00:00
akbonara,1234054,abnr20161116135,6227,8229,500,2016-11-16 00:00:00
akbonara,1234054,abnr20161116136,13289,5136,1000,2016-11-16 00:00:00
akbonara,1234054,abnr20161116139,6243,8247,500,2016-11-16 00:00:00
akbonara,1234054,abnr20161116141,6193,8185,500,2016-11-16 00:00:00
akbonara,1235656,abnr20161116142,6469,8611,500,2016-11-16 00:00:00
akbonara,1113079,abnr20161116148,4542,6193,500,2016-11-16 00:00:00
akbonara,1113079,abnr20161116149,3075,3952,1000,2016-11-16 00:00:00
akbonara,1113079,abnr20161116150,420,503,500,2016-11-16 00:00:00
akbonara,1173183,abnr20161116165,508,620,500,2016-11-16 00:00:00
akbonara,1164769,abnr2016111622,564,695,1000,2016-11-16 00:00:00
akbonara,1181183,abnr2016111625,4501,6124,500,2016-11-16 00:00:00
akbonara,1181183,abnr2016111626,4490,6107,500,2016-11-16 00:00:00
akbonara,1181183,abnr2016111627,6202,8195,500,2016-11-16 00:00:00
akbonara,1181183,abnr2016111628,6203,8197,500,2016-11-16 00:00:00
akbonara,1181183,abnr2016111630,5864,7805,500,2016-11-16 00:00:00
akbonara,1234241,abnr2016111635,5616,7549,500,2016-11-16 00:00:00
akbonara,1003323,abnr2016111641,7333,9483,1000,2016-11-16 00:00:00
akbonara,1234875,abnr2016111642,4514,6149,1000,2016-11-16 00:00:00
akbonara,1235630,abnr2016111650,16007,8517,500,2016-11-16 00:00:00
akbonara,1235630,abnr2016111651,5773,7712,500,2016-11-16 00:00:00
akbonara,1058485,abnr2016111656,3779,5091,900,2016-11-16 00:00:00
akbonara,1058485,abnr2016111657,3802,5133,1000,2016-11-16 00:00:00
akbonara,1235565,abnr2016111660,6165,8147,1000,2016-11-16 00:00:00
akbonara,1197595,abnr2016111662,4133,5540,500,2016-11-16 00:00:00
akbonara,1235149,abnr2016111663,7239,9389,1000,2016-11-16 00:00:00
